Period,CDID,Seasonal Adjustment,Account Type,BOP Service,Value,Unit,Measure Type
year/2015,FNSV,SA,Balances,Secondary income Central government,-20635,gbp-million,current-account
year/2015,FNTC,SA,Balances,Secondary income Other sectors,-3240,gbp-million,current-account
year/2015,IKBP,SA,Balances,Secondary income  Total,-23875,gbp-million,current-account
year/2015,HBOP,SA,Balances,Current balance,-99955,gbp-million,current-account
year/2016,BOKI,SA,Balances,Trade in goods,-139198,gbp-million,current-account
year/2016,IKBD,SA,Balances,Trade in services,106171,gbp-million,current-account
year/2016,IKBJ,SA,Balances,Trade Total,-33027,gbp-million,current-account
year/2016,IJAJ,SA,Balances,Primary income Compensation of employees,-360,gbp-million,current-account
year/2016,HBOM,SA,Balances,Primary income Investment income,-49282,gbp-million,current-account
year/2016,MT5X,SA,Balances,Primary income Other primary income,-896,gbp-million,current-account
year/2016,HBOJ,SA,Balances,Primary income Total,-50538,gbp-million,current-account
year/2016,FNSV,SA,Balances,Secondary income Central government,-20099,gbp-million,current-account
year/2016,FNTC,SA,Balances,Secondary income Other sectors,-3749,gbp-million,current-account
year/2016,IKBP,SA,Balances,Secondary income  Total,-23848,gbp-million,current-account
year/2016,HBOP,SA,Balances,Current balance,-107413,gbp-million,current-account
year/2017,BOKI,SA,Balances,Trade in goods,-140478,gbp-million,current-account
year/2017,IKBD,SA,Balances,Trade in services,113983,gbp-million,current-account
year/2017,IKBJ,SA,Balances,Trade Total,-26495,gbp-million,current-account
year/2017,IJAJ,SA,Balances,Primary income Compensation of employees,-310,gbp-million,current-account
year/2017,HBOM,SA,Balances,Primary income Investment income,-25645,gbp-million,current-account
year/2017,MT5X,SA,Balances,Primary income Other primary income,-1242,gbp-million,current-account
year/2017,HBOJ,SA,Balances,Primary income Total,-27197,gbp-million,current-account
year/2017,FNSV,SA,Balances,Secondary income Central government,-18611,gbp-million,current-account
year/2017,FNTC,SA,Balances,Secondary income Other sectors,-3851,gbp-million,current-account
year/2017,IKBP,SA,Balances,Secondary income  Total,-22462,gbp-million,current-account
year/2017,HBOP,SA,Balances,Current balance,-76154,gbp-million,current-account
year/2018,BOKI,SA,Balances,Trade in goods,-142252,gbp-million,current-account
year/2018,IKBD,SA,Balances,Trade in services,113954,gbp-million,current-account
year/2018,IKBJ,SA,Balances,Trade Total,-28298,gbp-million,current-account
year/2018,IJAJ,SA,Balances,Primary income Compensation of employees,-386,gbp-million,current-account
year/2018,HBOM,SA,Balances,Primary income Investment income,-29012,gbp-million,current-account
year/2018,MT5X,SA,Balances,Primary income Other primary income,-1132,gbp-million,current-account
year/2018,HBOJ,SA,Balances,Primary income Total,-30530,gbp-million,current-account
year/2018,FNSV,SA,Balances,Secondary income Central government,-21833,gbp-million,current-account
year/2018,FNTC,SA,Balances,Secondary income Other sectors,-3653,gbp-million,current-account
year/2018,IKBP,SA,Balances,Secondary income  Total,-25486,gbp-million,current-account
year/2018,HBOP,SA,Balances,Current balance,-84314,gbp-million,current-account
year/2019,BOKI,SA,Balances,Trade in goods,-138214,gbp-million,current-account
year/2019,IKBD,SA,Balances,Trade in services,117526,gbp-million,current-account
year/2019,IKBJ,SA,Balances,Trade Total,-20688,gbp-million,current-account
year/2019,IJAJ,SA,Balances,Primary income Compensation of employees,-457,gbp-million,current-account
year/2019,HBOM,SA,Balances,Primary income Investment income,-11446,gbp-million,current-account
year/2019,MT5X,SA,Balances,Primary income Other primary income,-1155,gbp-million,current-account
year/2019,HBOJ,SA,Balances,Primary income Total,-13058,gbp-million,current-account
year/2019,FNSV,SA,Balances,Secondary income Central government,-23221,gbp-million,current-account
year/2019,FNTC,SA,Balances,Secondary income Other sectors,-3198,gbp-million,current-account
year/2019,IKBP,SA,Balances,Secondary income  Total,-26419,gbp-million,current-account
year/2019,HBOP,SA,Balances,Current balance,-60165,gbp-million,current-account
year/2020,BOKI,SA,Balances,Trade in goods,-129305,gbp-million,current-account
year/2020,IKBD,SA,Balances,Trade in services,135661,gbp-million,current-account
year/2020,IKBJ,SA,Balances,Trade Total,6356,gbp-million,current-account
year/2020,IJAJ,SA,Balances,Primary income Compensation of employees,-249,gbp-million,current-account
year/2020,HBOM,SA,Balances,Primary income Investment income,-29145,gbp-million,current-account
year/2020,MT5X,SA,Balances,Primary income Other primary income,-2311,gbp-million,current-account
year/2020,HBOJ,SA,Balances,Primary income Total,-31705,gbp-million,current-account
year/2020,FNSV,SA,Balances,Secondary income Central government,-25122,gbp-million,current-account
year/2020,FNTC,SA,Balances,Secondary income Other sectors,-3321,gbp-million,current-account
year/2020,IKBP,SA,Balances,Secondary income  Total,-28443,gbp-million,current-account
year/2020,HBOP,SA,Balances,Current balance,-53792,gbp-million,current-account
year/2021,BOKI,SA,Balances,Trade in goods,-156066,gbp-million,current-account
year/2021,IKBD,SA,Balances,Trade in services,126959,gbp-million,current-account
year/2021,IKBJ,SA,Balances,Trade Total,-29107,gbp-million,current-account
year/2021,IJAJ,SA,Balances,Primary income Compensation of employees,-74,gbp-million,current-account
year/2021,HBOM,SA,Balances,Primary income Investment income,-11852,gbp-million,current-account
year/2021,MT5X,SA,Balances,Primary income Other primary income,14,gbp-million,current-account
year/2021,HBOJ,SA,Balances,Primary income Total,-11912,gbp-million,current-account
year/2021,FNSV,SA,Balances,Secondary income Central government,-14480,gbp-million,current-account
year/2021,FNTC,SA,Balances,Secondary income Other sectors,-4451,gbp-million,current-account
year/2021,IKBP,SA,Balances,Secondary income  Total,-18931,gbp-million,current-account
year/2021,HBOP,SA,Balances,Current balance,-59950,gbp-million,current-account
quarter/1997-Q1,BOKI,SA,Balances,Trade in goods,-2803,gbp-million,current-account
quarter/1997-Q1,IKBD,SA,Balances,Trade in services,4779,gbp-million,current-account
quarter/1997-Q1,IKBJ,SA,Balances,Trade Total,1976,gbp-million,current-account
quarter/1997-Q1,IJAJ,SA,Balances,Primary income Compensation of employees,56,gbp-million,current-account
quarter/1997-Q1,HBOM,SA,Balances,Primary income Investment income,203,gbp-million,current-account
quarter/1997-Q1,MT5X,SA,Balances,Primary income Other primary income,223,gbp-million,current-account
quarter/1997-Q1,HBOJ,SA,Balances,Primary income Total,482,gbp-million,current-account
quarter/1997-Q1,FNSV,SA,Balances,Secondary income Central government,-1810,gbp-million,current-account
quarter/1997-Q1,FNTC,SA,Balances,Secondary income Other sectors,7,gbp-million,current-account
quarter/1997-Q1,IKBP,SA,Balances,Secondary income  Total,-1803,gbp-million,current-account
quarter/1997-Q1,HBOP,SA,Balances,Current balance,655,gbp-million,current-account
quarter/1997-Q2,BOKI,SA,Balances,Trade in goods,-4619,gbp-million,current-account
quarter/1997-Q2,IKBD,SA,Balances,Trade in services,4428,gbp-million,current-account
quarter/1997-Q2,IKBJ,SA,Balances,Trade Total,-191,gbp-million,current-account
quarter/1997-Q2,IJAJ,SA,Balances,Primary income Compensation of employees,-13,gbp-million,current-account
quarter/1997-Q2,HBOM,SA,Balances,Primary income Investment income,549,gbp-million,current-account
quarter/1997-Q2,MT5X,SA,Balances,Primary income Other primary income,133,gbp-million,current-account
quarter/1997-Q2,HBOJ,SA,Balances,Primary income Total,669,gbp-million,current-account
quarter/1997-Q2,FNSV,SA,Balances,Secondary income Central government,-1695,gbp-million,current-account
quarter/1997-Q2,FNTC,SA,Balances,Secondary income Other sectors,194,gbp-million,current-account
quarter/1997-Q2,IKBP,SA,Balances,Secondary income  Total,-1501,gbp-million,current-account
quarter/1997-Q2,HBOP,SA,Balances,Current balance,-1023,gbp-million,current-account
quarter/1997-Q3,BOKI,SA,Balances,Trade in goods,-3901,gbp-million,current-account
quarter/1997-Q3,IKBD,SA,Balances,Trade in services,5282,gbp-million,current-account
quarter/1997-Q3,IKBJ,SA,Balances,Trade Total,1381,gbp-million,current-account
quarter/1997-Q3,IJAJ,SA,Balances,Primary income Compensation of employees,4,gbp-million,current-account
quarter/1997-Q3,HBOM,SA,Balances,Primary income Investment income,-50,gbp-million,current-account
quarter/1997-Q3,MT5X,SA,Balances,Primary income Other primary income,175,gbp-million,current-account
quarter/1997-Q3,HBOJ,SA,Balances,Primary income Total,129,gbp-million,current-account
quarter/1997-Q3,FNSV,SA,Balances,Secondary income Central government,-1488,gbp-million,current-account
quarter/1997-Q3,FNTC,SA,Balances,Secondary income Other sectors,-125,gbp-million,current-account
quarter/1997-Q3,IKBP,SA,Balances,Secondary income  Total,-1613,gbp-million,current-account
quarter/1997-Q3,HBOP,SA,Balances,Current balance,-103,gbp-million,current-account
quarter/1997-Q4,BOKI,SA,Balances,Trade in goods,-4397,gbp-million,current-account
quarter/1997-Q4,IKBD,SA,Balances,Trade in services,4238,gbp-million,current-account
quarter/1997-Q4,IKBJ,SA,Balances,Trade Total,-159,gbp-million,current-account
quarter/1997-Q4,IJAJ,SA,Balances,Primary income Compensation of employees,36,gbp-million,current-account
quarter/1997-Q4,HBOM,SA,Balances,Primary income Investment income,-814,gbp-million,current-account
quarter/1997-Q4,MT5X,SA,Balances,Primary income Other primary income,154,gbp-million,current-account
quarter/1997-Q4,HBOJ,SA,Balances,Primary income Total,-624,gbp-million,current-account
quarter/1997-Q4,FNSV,SA,Balances,Secondary income Central government,-984,gbp-million,current-account
quarter/1997-Q4,FNTC,SA,Balances,Secondary income Other sectors,-165,gbp-million,current-account
quarter/1997-Q4,IKBP,SA,Balances,Secondary income  Total,-1149,gbp-million,current-account
quarter/1997-Q4,HBOP,SA,Balances,Current balance,-1932,gbp-million,current-account
quarter/1998-Q1,BOKI,SA,Balances,Trade in goods,-5163,gbp-million,current-account
quarter/1998-Q1,IKBD,SA,Balances,Trade in services,4441,gbp-million,current-account
quarter/1998-Q1,IKBJ,SA,Balances,Trade Total,-722,gbp-million,current-account
quarter/1998-Q1,IJAJ,SA,Balances,Primary income Compensation of employees,90,gbp-million,current-account
quarter/1998-Q1,HBOM,SA,Balances,Primary income Investment income,-925,gbp-million,current-account
quarter/1998-Q1,MT5X,SA,Balances,Primary income Other primary income,207,gbp-million,current-account
quarter/1998-Q1,HBOJ,SA,Balances,Primary income Total,-628,gbp-million,current-account
quarter/1998-Q1,FNSV,SA,Balances,Secondary income Central government,-2486,gbp-million,current-account
quarter/1998-Q1,FNTC,SA,Balances,Secondary income Other sectors,179,gbp-million,current-account
quarter/1998-Q1,IKBP,SA,Balances,Secondary income  Total,-2307,gbp-million,current-account
quarter/1998-Q1,HBOP,SA,Balances,Current balance,-3657,gbp-million,current-account
quarter/1998-Q2,BOKI,SA,Balances,Trade in goods,-6623,gbp-million,current-account
quarter/1998-Q2,IKBD,SA,Balances,Trade in services,4399,gbp-million,current-account
quarter/1998-Q2,IKBJ,SA,Balances,Trade Total,-2224,gbp-million,current-account
quarter/1998-Q2,IJAJ,SA,Balances,Primary income Compensation of employees,-40,gbp-million,current-account
quarter/1998-Q2,HBOM,SA,Balances,Primary income Investment income,404,gbp-million,current-account
quarter/1998-Q2,MT5X,SA,Balances,Primary income Other primary income,185,gbp-million,current-account
quarter/1998-Q2,HBOJ,SA,Balances,Primary income Total,549,gbp-million,current-account
quarter/1998-Q2,FNSV,SA,Balances,Secondary income Central government,-1656,gbp-million,current-account
quarter/1998-Q2,FNTC,SA,Balances,Secondary income Other sectors,-106,gbp-million,current-account
quarter/1998-Q2,IKBP,SA,Balances,Secondary income  Total,-1762,gbp-million,current-account
quarter/1998-Q2,HBOP,SA,Balances,Current balance,-3437,gbp-million,current-account
quarter/1998-Q3,BOKI,SA,Balances,Trade in goods,-6864,gbp-million,current-account
quarter/1998-Q3,IKBD,SA,Balances,Trade in services,4596,gbp-million,current-account
quarter/1998-Q3,IKBJ,SA,Balances,Trade Total,-2268,gbp-million,current-account
quarter/1998-Q3,IJAJ,SA,Balances,Primary income Compensation of employees,-32,gbp-million,current-account
quarter/1998-Q3,HBOM,SA,Balances,Primary income Investment income,5134,gbp-million,current-account
quarter/1998-Q3,MT5X,SA,Balances,Primary income Other primary income,199,gbp-million,current-account
quarter/1998-Q3,HBOJ,SA,Balances,Primary income Total,5301,gbp-million,current-account
quarter/1998-Q3,FNSV,SA,Balances,Secondary income Central government,-1813,gbp-million,current-account
quarter/1998-Q3,FNTC,SA,Balances,Secondary income Other sectors,3,gbp-million,current-account
quarter/1998-Q3,IKBP,SA,Balances,Secondary income  Total,-1810,gbp-million,current-account
quarter/1998-Q3,HBOP,SA,Balances,Current balance,1223,gbp-million,current-account
quarter/1998-Q4,BOKI,SA,Balances,Trade in goods,-7237,gbp-million,current-account
quarter/1998-Q4,IKBD,SA,Balances,Trade in services,4778,gbp-million,current-account
quarter/1998-Q4,IKBJ,SA,Balances,Trade Total,-2459,gbp-million,current-account
quarter/1998-Q4,IJAJ,SA,Balances,Primary income Compensation of employees,-28,gbp-million,current-account
quarter/1998-Q4,HBOM,SA,Balances,Primary income Investment income,4464,gbp-million,current-account
quarter/1998-Q4,MT5X,SA,Balances,Primary income Other primary income,227,gbp-million,current-account
quarter/1998-Q4,HBOJ,SA,Balances,Primary income Total,4663,gbp-million,current-account
quarter/1998-Q4,FNSV,SA,Balances,Secondary income Central government,-2979,gbp-million,current-account
quarter/1998-Q4,FNTC,SA,Balances,Secondary income Other sectors,30,gbp-million,current-account
quarter/1998-Q4,IKBP,SA,Balances,Secondary income  Total,-2949,gbp-million,current-account
quarter/1998-Q4,HBOP,SA,Balances,Current balance,-745,gbp-million,current-account
quarter/1999-Q1,BOKI,SA,Balances,Trade in goods,-8582,gbp-million,current-account
quarter/1999-Q1,IKBD,SA,Balances,Trade in services,3648,gbp-million,current-account
quarter/1999-Q1,IKBJ,SA,Balances,Trade Total,-4934,gbp-million,current-account
quarter/1999-Q1,IJAJ,SA,Balances,Primary income Compensation of employees,39,gbp-million,current-account
quarter/1999-Q1,HBOM,SA,Balances,Primary income Investment income,-1527,gbp-million,current-account
quarter/1999-Q1,MT5X,SA,Balances,Primary income Other primary income,219,gbp-million,current-account
quarter/1999-Q1,HBOJ,SA,Balances,Primary income Total,-1269,gbp-million,current-account
quarter/1999-Q1,FNSV,SA,Balances,Secondary income Central government,-2155,gbp-million,current-account
quarter/1999-Q1,FNTC,SA,Balances,Secondary income Other sectors,-101,gbp-million,current-account
