Label,Notation,Parent Notation
"Low erucic acid rape or colza oil ""fixed oil which has an erucic acid content of < 2%"" and its fractions, whether or not refined, but not chemically modified (excl. for technical or industrial uses and crude)",5141990,
"Linseed oil and fractions thereof, whether or not refined, but not chemically modified (excl. for technical or industrial uses and crude)",5151990,
"Maize oil and fractions thereof, whether or not refined, but not chemically modified (excl. for industrial uses and crude)",5152990,
"Castor oil and fractions thereof, whether or not refined, but not chemically modified (excl. for production of aminoundecanoic acid for manufacture of synthetic textile fibres or artificial plastic materials)",5153090,
"Tung, jojoba and oiticica oils, myrtle and Japan wax and their fractions, whether or not refined, but not chemically modified",5159011,
"Crude fixed vegetable fats and oils and their fractions, for technical or industrial uses (excl. for production of foodstuffs, soya-bean, groundnut, olive, palm, sunflower-seed, safflower, cotton-seed, coconut, palm kernel, babassu, rape, colza and mustard, linseed, maize, castor, tung, sesame, jojoba, oiticica, myrtle, Japan wax and tobacco-seed oil)",5159040,
"Crude fixed vegetable fats and oils, in immediate packings of a content of > 1 kg, or crude, liquid (excl. those for technical or industrial uses; soya-bean, peanut, olive, palm, sunflower, safflower, cotton-seed, coconut, palm kernel, babassu, rubsen, mustard seed, linseed, maize germ, castor, tung, sesame, jojoba or oiticica oil; myrtle wax, japan wax and tobacco seed oil)",5159059,
"Vegetable fats and oils and their fractions, whether or not refined (excl. chemically modified) for technical or industrial uses (excl. for the manufacture of foodstuffs; crude fats and oils; soya-bean, peanut, olive, palm, sunflower, safflower, cotton-seed, coconut, palm kernel, babassu, rubsen, mustard seed, linseed, maize germ, castor, tung, sesame, jojoba or oiticica oil; myrtle wax, japan wax and tobacco seed oil)",5159060,
"Solid fixed vegetable fats and oils and their fractions, whether or not refined, but not chemically modified, in immediate packings of > 1 kg, or liquid, n.e.s. (excl. for technical or industrial uses and crude fats and oils)",5159099,
"Animal fats, oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared, in immediate packings of > 1 kg or put up otherwise",5161090,
"Rapeseed, colza, linseed, sunflower-seed, illipe, karite, makore, touloucouna or babassu oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, for technical or industrial uses, in immediate packings with a net content of > 1 kg or otherwise prepared (excl. for the manufacture of foodstuffs for human consumption)",5162095,
"Edible fixed vegetable oils, fluid, mixed, containing <= 10% milkfats (excl. oils, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared, and mixtures of olive oils)",5179091,
"Edible mixtures or preparations of animal or vegetable fats or oils and edible fractions of different fats or oils, containing <= 10% milkfats (excl. fixed vegetable oils, fluid, mixed, edible mixtures or preparations for mould-release preparations, and solid margarine)",5179099,
"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified (excl. those of heading 1516 and linoxyn [oxidised linseed oil])",5180091,
"Spermaceti, whether or not refined or coloured",5219010,
"Beeswax and other insect waxes, whether or not refined or coloured (excl. crude)",5219099,
"Cooked, prepared or preserved meat or meat offal of fowls of the species Gallus domesticus containing >= 57% meat or offal of poultry (excl. sausages and similar products, finely homogenised preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts)",6023219,
"Prepared or preserved meat or meat offal of fowls of the species Gallus domesticus containing >= 25% but < 57%  of poultry meat or offal (excl. sausages and similar products, finely homogenised preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts)",6023230,
"Prepared or preserved meat or meat offal of fowls of the species Gallus domesticus (excl. that containing >= 25% meat or offal of poultry, meat or offal of turkeys or guinea fowl, sausages and similar products, finely homogenised preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)",6023290,
"Meat or offal, incl. mixtures, of domestic swine, prepared or preserved, containing, by weight, >= 80% of meat or offal of any kind, incl. pork fat and fats of any kind or origin (excl. hams, shoulders, loins, collars and parts thereof, sausages and similar products, finely homogenised preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of livers and meat extracts)",6024919,
"Prepared or preserved meat, offal and mixtures of swine (excl. domestic, hams, shoulders and parts thereof, sausages and similar products, finely homogenised preparations put up for retail sale as infant food or for dietetic purposes, in containers of a net weight of <= 250 g, preparations of liver and meat extracts and juices)",6024990,
"Prepared or preserved meat or offal of bovine animals, uncooked, incl. mixtures of cooked meat or offal and uncooked meat or offal (excl. sausages and similar products, and preparations of liver)",6025010,
"Corned beef, in airtight containers",6025031,
"Extracts and juices of meat, fish, crustaceans, molluscs and other aquatic invertebrates, in immediate packings of <= 1 kg",6030010,
"Prepared or preserved salmon, whole or in pieces (excl. minced)",6041100,
"Sardines, prepared or preserved, whole or in pieces (excl. minced sardines and sardines in olive oil)",6041319,
"Prepared or preserved sardinella, brisling or sprats, whole or in pieces (excl. minced)",6041390,
"Fillets of mackerel of the species Scomber scombrus and Scomber japonicus, prepared or preserved",6041511,
"Prepared or preserved eels, whole or in pieces (excl. minced)",6041700,
"Prepared or preserved salmonidae, whole or in pieces (excl. salmon and minced)",6041910,
"Frozen raw fish fillets, coated with batter or breadcrumbs, whether or not pre-fried in oil (excl. salmonidae, herrings, sardines, sardinella, brisling or sprats, tunas, skipjack and Atlantic bonito, bonito ""sarda spp."", mackerel, anchovies, fish of species Euthynnus and fish of species Orcynopsis unicolor)",6041991,
"Fish, prepared or preserved, whole or in pieces (excl. minced, merely smoked, and salmonidae, herrings, sardines, sardinella, anchovies, brisling, sprats, tunas, bonito ""Sarda spp."", mackerel, eels, Euthynnus spp., Orcynopsis unicolor, cod, coalfish, hake, Alaska pollack and pollack; fillets, raw, merely coated with batter or breadcrumbs, even pre-fried in oil, frozen)",6041997,
"Prepared or preserved tunas, skipjack or other fish of genus Euthynnus (excl. whole or in pieces)",6042070,
Caviar substitutes prepared from fish eggs,6043200,
"Crab, prepared or preserved (excl. smoked)",6051000,
"Shrimps and prawns, prepared or preserved, in immediate packings of a net content of <= 2 kg (excl. merely smoked, and in airtight containers)",6052110,
"Shrimps and prawns, prepared or preserved, in airtight containers (excl. smoked)",6052900,
"Cuttlefish and squid, prepared or preserved (excl. smoked)",6055400,
"Abalone, prepared or preserved (excl. smoked)",6055700,
"Aquatic invertebrates, prepared or preserved (excl. smoked, crustaceans, molluscs, sea cucumbers, sea urchins and jellyfish)",6056900,
"Raw cane sugar, in solid form, not containing added flavouring or colouring matter (excl. for refining, and cane sugar of 1701 13)",7011490,
"Refined cane or beet sugar, containing added flavouring or colouring, in solid form",7019100,
"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, containing by weight >= 99% lactose, expressed as anhydrous lactose, calculated on the dry matter",7021100,
"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, containing by weight < 99% lactose, expressed as anhydrous lactose, calculated on the dry matter",7021900,
"Maple sugar, in solid form, and maple syrup (excl. flavoured or coloured)",7022090,
"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter and not containing fructose or containing in the dry state < 20% by weight of fructose (excl. isoglucose and glucose ""dextrose"" in the form of white crystalline powder, whether or not agglomerated)",7023090,
"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, and containing in the dry state >= 20% and < 50% by weight of fructose (excl. isoglucose and invert sugar)",7024090,
Chemically pure fructose in solid form,7025000,
"Chemically pure maltose, in solid form",7029010,
"Sugar and molasses, caramelised, containing in the dry state < 50% by weight of sucrose (excl. sugar and molasses in powder form, whether or not agglomerated)",7029079,
"Inulin syrup, obtained directly by hydrolysis of inulin or oligofructoses, containing in the dry state >= 10% but <= 50% by weight of fructose in free form or as sucrose",7029080,
Beet molasses resulting from the extraction or refining of sugar,7039000,
"Chewing gum, whether or not sugar-coated, containing < 60% sucrose, incl. invert sugar expressed as sucrose",7041010,
"Liquorice extract containing > 10% sucrose, without other added substances",7049010,
White chocolate,7049030,
"Pastes, incl. marzipan, in immediate packings of >= 1 kg",7049051,
Throat pastilles and cough drops,7049055,
"Sugar-coated ""panned"" goods, not containing cocoa",7049061,
"Gum and jelly confectionery, incl. fruit pastes in the form of sugar confectionery",7049065,
"Boiled sweets, whether or not filled",7049071,
"Toffees, caramels and similar sweets",7049075,
"Compressed tablets of sugar confectionery, whether or not manufactured with binding agents, not containing cocoa (excl. chewing gum, white chocolate, throat pastilles and cough drops, gum confectionery and jelly confectionery incl. fruit pastes in the form of sugar confectionery, boiled sweets, whether or not filled, pastes, incl. marzipan, in immediate packings of a net content of >= 1 kg)",7049081,
"Pastes, marzipan, nougat and other prepared sugar confectionery, not containing cocoa (excl. chewing gum, white chocolate, throat pastilles and cough drops, gum and jelly confectionery incl. fruit pastes in the form of sugar confectionery, boiled sweets, toffees, caramels and similar sweets, compressed tablets, and pastes incl. marzipan in immediate packings of >= 1 kg)",7049099,
"Cocoa beans, whole or broken, raw or roasted",8010000,
"Cocoa paste, wholly or partly defatted",8032000,
"Cocoa butter, fat and oil",8040000,
"Cocoa powder, not containing added sugar or other sweetening matter",8050000,
"Cocoa powder, containing added sugar or other sweetening matter but containing no sucrose or containing < 5% by weight of sucrose, incl. inverted sugar expressed as sucrose or isoglucose expressed as sucrose",8061015,
"Sweetened cocoa powder, containing >= 65% but < 80% sucrose, incl. inverted sugar expressed as sucrose or isoglucose expressed as sucrose",8061030,
"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > 2 kg or in liquid, paste, powder, granular or other bulk form, in containers or immediate packings of a content > 2 kg, containing >= 31%, by weight, of cocoa butter or containing a combined weight of >= 31% of cocoa butter and milkfat (excl. cocoa powder)",8062010,
Chocolate milk crumb preparations in containers or immediate packings of a content of > 2 kg,8062070,
"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > 2 kg or in liquid, paste, powder, granular or other bulk form, in containers or immediate packings of a content > 2 kg, containing < 18% by weight of cocoa butter (excl. cocoa powder, chocolate flavour coating and chocolate milk crumb)",8062095,
"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, filled",8063100,
"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, with added cereal, fruit or nuts (excl. filled)",8063210,
"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excl. filled and with added cereal, fruit or nuts)",8063290,
"Chocolate and chocolate products in the form of chocolates, whether or not filled, containing alcohol",8069011,
"Chocolate and chocolate products in the form of chocolates, whether or not filled, not containing alcohol",8069019,
"Chocolate and chocolate products, filled (excl. in blocks, slabs or bars and chocolates)",8069031,
