Label,Notation,Parent Notation,Sort Priority,Description
"AGRICULTURE, FORESTRY AND FISHING",A,total,1,
"Crop and animal production, hunting and related service activities",1,A,2,
Growing of non-perennial crops,1.1,1,3,
"Growing of cereals (except rice), leguminous crops and oil seeds",1.11,1.1,4,
Growing of rice,1.12,1.1,5,
"Growing of vegetables and melons, roots and tubers",1.13,1.1,6,
Growing of sugar cane,1.14,1.1,7,
Growing of tobacco,1.15,1.1,8,
Growing of fibre crops,1.16,1.1,9,
Growing of other non-perennial crops,1.19,1.1,10,
Growing of perennial crops,1.2,1,11,
Growing of grapes,1.21,1.2,12,
Growing of tropical and subtropical fruits,1.22,1.2,13,
Growing of citrus fruits,1.23,1.2,14,
Growing of pome fruits and stone fruits,1.24,1.2,15,
Growing of other tree and bush fruits and nuts,1.25,1.2,16,
Growing of oleaginous fruits,1.26,1.2,17,
Growing of beverage crops,1.27,1.2,18,
"Growing of spices, aromatic, drug and pharmaceutical crops",1.28,1.2,19,
Growing of other perennial crops,1.29,1.2,20,
Plant propagation,1.3,1,21,
Plant propagation,1.30,1.3,22,
Animal production,1.4,1,23,
Raising of dairy cattle,1.41,1.4,24,
Raising of other cattle and buffaloes,1.42,1.4,25,
Raising of horses and other equines,1.43,1.4,26,
Raising of camels and camelids,1.44,1.4,27,
Raising of sheep and goats,1.45,1.4,28,
Raising of swine/pigs,1.46,1.4,29,
Raising of poultry,1.47,1.4,30,
Raising of other animals,1.49,1.4,31,
Mixed farming,1.5,1,32,
Mixed farming,1.50,1.5,33,
Support activities to agriculture and post-harvest crop activities,1.6,1,34,
Support activities for crop production,1.61,1.6,35,
Support activities for animal production,1.62,1.6,36,
Farm animal boarding and care,01.62/1,1.62,37,
Support activities for animal production (other than farm animal boarding and care) n.e.c.,01.62/9,1.62,38,
Post-harvest crop activities,1.63,1.6,39,
Seed processing for propagation,1.64,1.6,40,
"Hunting, trapping and related service activities",1.7,1,41,
"Hunting, trapping and related service activities",1.70,1.7,42,
Forestry and logging,2,A,43,
Silviculture and other forestry activities,2.1,2,44,
Silviculture and other forestry activities,2.10,2.1,45,
Logging,2.2,2,46,
Logging,2.20,2.2,47,
Gathering of wild growing non-wood products,2.3,2,48,
Gathering of wild growing non-wood products,2.30,2.3,49,
Support services to forestry,2.4,2,50,
Support services to forestry,2.40,2.4,51,
Fishing and aquaculture,3,A,52,
Fishing,3.1,3,53,
Marine fishing,3.11,3.1,54,
Freshwater fishing,3.12,3.1,55,
Aquaculture,3.2,3,56,
Marine aquaculture,3.21,3.2,57,
Freshwater aquaculture,3.22,3.2,58,
MINING AND QUARRYING,B,total,59,
Mining of coal and lignite,5,B,60,
Mining of hard coal,5.1,5,61,
Mining of hard coal,5.1,5.1,62,
Mining of hard coal from deep coal mines (underground mining),05.10/1,5.1,63,
Mining of hard coal from open cast coal working (surface mining),05.10/2,5.1,64,
Mining of lignite,5.2,5,65,
Mining of lignite,5.2,B,66,
Extraction of crude petroleum and natural gas,6,5.2,67,
Extraction of crude petroleum,6.1,6,68,
Extraction of crude petroleum,6.1,6.1,69,
Extraction of natural gas,6.2,6,70,
Extraction of natural gas,6.2,6.2,71,
Mining of metal ores,7,B,72,
Mining of iron ores,7.1,7,73,
Mining of iron ores,7.1,7.1,74,
Mining of non-ferrous metal ores,7.2,7,75,
Mining of uranium and thorium ores,7.21,7.2,76,
Mining of other non-ferrous metal ores,7.29,7.2,77,
Other mining and quarrying,8,B,78,
"Quarrying of stone, sand and clay",8.1,8,79,
"Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",8.11,8.1,80,
Operation of gravel and sand pits; mining of clays and kaolin,8.12,8.1,81,
Mining and quarrying n.e.c.,8.9,8,82,
Mining of chemical and fertiliser minerals,8.91,8.9,83,
Extraction of peat,8.92,8.9,84,
Extraction of salt,8.93,8.9,85,
Other mining and quarrying n.e.c.,8.99,8.9,86,
Mining support service activities,9,B,87,
Support activities for petroleum and natural gas extraction,9.1,9,88,
Support activities for petroleum and natural gas extraction,9.1,9.1,89,
Support activities for other mining and quarrying,9.9,9,90,
Support activities for other mining and quarrying,9.9,9.9,91,
MANUFACTURING,C,total,92,
Manufacture of food products,10,C,93,
Processing and preserving of meat and production of meat products,10.1,10,94,
Processing and preserving of meat,10.11,10.1,95,
Processing and preserving of poultry meat,10.12,10.1,96,
Production of meat and poultry meat products,10.13,10.1,97,
"Processing and preserving of fish, crustaceans and molluscs",10.2,10,98,
"Processing and preserving of fish, crustaceans and molluscs",10.2,10.2,99,
Processing and preserving of fruit and vegetables,10.3,10,100,
Processing and preserving of potatoes,10.31,10.3,101,
Manufacture of fruit and vegetable juice,10.32,10.3,102,
Other processing and preserving of fruit and vegetables,10.39,10.3,103,
Manufacture of vegetable and animal oils and fats,10.4,10,104,
Manufacture of oils and fats,10.41,10.4,105,
Manufacture of margarine and similar edible fats,10.42,10.4,106,
Manufacture of dairy products,10.5,10,107,
Operation of dairies and cheese making,10.51,10.5,108,
Liquid milk and cream production,10.51/1,10.51,109,
Butter and cheese production,10.51/2,10.51,110,
"Manufacture of milk products (other than liquid milk and cream, butter, cheese) n.e.c.",10.51/9,10.51,111,
Manufacture of ice cream,10.52,10.5,112,
"Manufacture of grain mill products, starches and starch products",10.6,10,113,
Manufacture of grain mill products,10.61,10.6,114,
Grain milling,10.61/1,10.61,115,
Manufacture of breakfast cereals and cereals-based foods,10.61/2,10.61,116,
Manufacture of starches and starch products,10.62,10.6,117,
Manufacture of bakery and farinaceous products,10.7,10,118,
Manufacture of bread; manufacture of fresh pastry goods and cakes,10.71,10.7,119,
Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes,10.72,10.7,120,
"Manufacture of macaroni, noodles, couscous and similar farinaceous products",10.73,10.7,121,
Manufacture of other food products,10.8,10,122,
Manufacture of sugar,10.81,10.8,123,
"Manufacture of cocoa, chocolate and sugar confectionery",10.82,10.8,124,
"Manufacture of cocoa, and chocolate confectionery",10.82/1,10.82,125,
Manufacture of sugar confectionery,10.82/2,10.82,126,
Processing of tea and coffee,10.83,10.8,127,
Tea processing,10.83/1,10.83,128,
Production of coffee and coffee substitutes,10.83/2,10.83,129,
Manufacture of condiments and seasonings,10.84,10.8,130,
Manufacture of prepared meals and dishes,10.85,10.8,131,
Manufacture of homogenised food preparations and dietetic food,10.86,10.8,132,
Manufacture of other food products n.e.c.,10.89,10.8,133,
Manufacture of prepared animal feeds,10.9,10,134,
Manufacture of prepared feeds for farm animals,10.91,10.9,135,
Manufacture of prepared pet foods,10.92,10.9,136,
Manufacture of beverages,11,C,137,
Manufacture of beverages,11,11,138,
"Distilling, rectifying and blending of spirits",11.01,11,139,
Manufacture of wine from grape,11.02,11,140,
Manufacture of cider and other fruit wines,11.03,11,141,
Manufacture of other non-distilled fermented beverages,11.04,11,142,
Manufacture of beer,11.05,11,143,
Manufacture of malt,11.06,11,144,
Manufacture of soft drinks; production of mineral waters and other bottled waters,11.07,11,145,
Manufacture of tobacco products,12,C,146,
Manufacture of tobacco products,12,12,147,
Manufacture of tobacco products,12,12,148,
Manufacture of textiles,13,C,149,
Preparation and spinning of textile fibres,13.1,13,150,
Preparation and spinning of textile fibres,13.1,13.1,151,
Weaving of textiles,13.2,13,152,
Weaving of textiles,13.2,13.2,153,
Finishing of textiles,13.3,13,154,
Finishing of textiles,13.3,13.3,155,
Manufacture of other textiles,13.9,13,156,
Manufacture of knitted and crocheted fabrics,13.91,13.9,157,
"Manufacture of made-up textile articles, except apparel",13.92,13.9,158,
Manufacture of soft furnishings,13.92/1,13.92,159,
"Manufacture of canvas goods, sacks etc.",13.92/2,13.92,160,
Manufacture of household textiles (other than soft furnishings of 13.92/1),13.92/3,13.92,161,
Manufacture of carpets and rugs,13.93,13.9,162,
Manufacture of woven or tufted carpets and rugs,13.93/1,13.93,163,
Manufacture of carpets and rugs (other than woven or tufted) n.e.c.,13.93/9,13.93,164,
"Manufacture of cordage, rope, twine and netting",13.94,13.9,165,
"Manufacture of non-wovens and articles made from non-wovens, except apparel",13.95,13.9,166,
Manufacture of other technical and industrial textiles,13.96,13.9,167,
Manufacture of other textiles n.e.c.,13.99,13.9,168,
Manufacture of wearing apparel,14,C,169,
"Manufacture of wearing apparel, except fur apparel",14.1,14,170,
Manufacture of leather clothes,14.11,14.1,171,
Manufacture of workwear,14.12,14.1,172,
Manufacture of other outerwear,14.13,14.1,173,
"Manufacture of men's outerwear, other than leather clothes and workwear",14.13/1,14.13,174,
"Manufacture of women's outerwear, other than leather clothes and workwear",14.13/2,14.13,175,
Manufacture of underwear,14.14,14.1,176,
Manufacture of men's underwear,14.14/1,14.14,177,
Manufacture of women's underwear,14.14/2,14.14,178,
Manufacture of other wearing apparel and accessories,14.19,14.1,179,
Manufacture of articles of fur,14.2,14,180,
Manufacture of articles of fur,14.2,14.2,181,
Manufacture of knitted and crocheted apparel,14.3,14,182,
Manufacture of knitted and crocheted hosiery,14.31,14.3,183,
Manufacture of other knitted and crocheted apparel,14.39,14.3,184,
Manufacture of leather and related products,15,C,185,
"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",15.1,15,186,
Tanning and dressing of leather; dressing and dyeing of fur,15.11,15.1,187,
"Manufacture of luggage, handbags and the like, saddlery and harness",15.12,15.1,188,
Manufacture of footwear,15.2,15,189,
Manufacture of footwear,15.2,15.2,190,
"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",16,C,191,
Sawmilling and planing of wood,16.1,16,192,
Sawmilling and planing of wood,16.1,16.1,193,
"Manufacture of products of wood, cork, straw and plaiting materials",16.2,16,194,
Manufacture of veneer sheets and wood-based panels,16.21,16.2,195,
Manufacture of assembled parquet floors,16.22,16.2,196,
Manufacture of other builders' carpentry and joinery,16.23,16.2,197,
Manufacture of wooden containers,16.24,16.2,198,
"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",16.29,16.2,199,
Manufacture of paper and paper products,17,C,200,
"Manufacture of pulp, paper and paperboard",17.1,17,201,
Manufacture of pulp,17.11,17.1,202,
Manufacture of paper and paperboard,17.12,17.1,203,
Manufacture of articles of paper and paperboard,17.2,17,204,
Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,17.21,17.2,205,
Manufacture of corrugated paper and paperboard; manufacture of sacks and bags of paper,17.21/1,17.21,206,
Manufacture of paper and paperboard containers other than sacks and bags,17.21/9,17.21,207,
Manufacture of household and sanitary goods and of toilet requisites,17.22,17.2,208,
Manufacture of paper stationery,17.23,17.2,209,
Manufacture of wallpaper,17.24,17.2,210,
Manufacture of other articles of paper and paperboard,17.29,17.2,211,
Printing and reproduction of recorded media,18,C,212,
Printing and service activities related to printing,18.1,18,213,
Printing of newspapers,18.11,18.1,214,
Other printing,18.12,18.1,215,
Manufacture of printed labels,18.12/1,18.12,216,
Printing (other than printing of newspapers and printing on labels and tags) n.e.c.,18.12/9,18.12,217,
Pre-press and pre-media services,18.13,18.1,218,
Binding and related services,18.14,18.1,219,
Reproduction of recorded media,18.2,18,220,
Reproduction of recorded media,18.2,18.2,221,
Reproduction of sound recording,18.20/1,18.2,222,
Reproduction of video recording,18.20/2,18.2,223,
Reproduction of computer media,18.20/3,18.2,224,
Manufacture of coke and refined petroleum products,19,C,225,
Manufacture of coke oven products,19.1,19,226,
Manufacture of coke oven products,19.1,19.1,227,
Manufacture of refined petroleum products,19.2,19,228,
Manufacture of refined petroleum products,19.2,19.2,229,
Mineral oil refining,19.20/1,19.2,230,
Other treatment of petroleum products (excluding mineral oil refining/petrochemicals manufacture),19.20/9,19.2,231,
Manufacture of chemicals and chemical products,20,C,232,
"Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",20.1,20,233,
Manufacture of industrial gases,20.11,20.1,234,
Manufacture of dyes and pigments,20.12,20.1,235,
Manufacture of other inorganic basic chemicals,20.13,20.1,236,
Manufacture of other organic basic chemicals,20.14,20.1,237,
Manufacture of fertilisers and nitrogen compounds,20.15,20.1,238,
Manufacture of plastics in primary forms,20.16,20.1,239,
Manufacture of synthetic rubber in primary forms,20.17,20.1,240,
Manufacture of pesticides and other agrochemical products,20.2,20,241,
Manufacture of pesticides and other agrochemical products,20.2,20.2,242,
"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",20.3,20,243,
"Manufacture of paints, varnishes and similar coatings, printing ink and mastics",20.3,20.3,244,
"Manufacture of paints, varnishes and similar coatings, mastics and sealants",20.30/1,20.3,245,
Manufacture of printing ink,20.30/2,20.3,246,
"Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",20.4,20,247,
"Manufacture of soap and detergents, cleaning and polishing preparations",20.41,20.4,248,
Manufacture of soap and detergents,20.41/1,20.41,249,
Manufacture of cleaning and polishing preparations,20.41/2,20.41,250,
Manufacture of perfumes and toilet preparations,20.42,20.4,251,
Manufacture of other chemical products,20.5,20,252,
Manufacture of explosives,20.51,20.5,253,
Manufacture of glues,20.52,20.5,254,
Manufacture of essential oils,20.53,20.5,255,
Manufacture of other chemical products n.e.c.,20.59,20.5,256,
Manufacture of man-made fibres,20.6,20,257,
Manufacture of man-made fibres,20.6,20.6,258,
Manufacture of basic pharmaceutical products and pharmaceutical preparations,21,C,259,
Manufacture of basic pharmaceutical products,21.1,21,260,
Manufacture of basic pharmaceutical products,21.1,21.1,261,
Manufacture of pharmaceutical preparations,21.2,21,262,
Manufacture of pharmaceutical preparations,21.2,21.2,263,
Manufacture of rubber and plastic products,22,C,264,
Manufacture of rubber products,22.1,22,265,
Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,22.11,22.1,266,
Manufacture of other rubber products,22.19,22.1,267,
Manufacture of plastics products,22.2,22,268,
"Manufacture of plastic plates, sheets, tubes and profiles",22.21,22.2,269,
Manufacture of plastic packing goods,22.22,22.2,270,
Manufacture of builders� ware of plastic,22.23,22.2,271,
Manufacture of other plastic products,22.29,22.2,272,
Manufacture of other non-metallic mineral products,23,C,273,
Manufacture of glass and glass products,23.1,23,274,
Manufacture of flat glass,23.11,23.1,275,
Shaping and processing of flat glass,23.12,23.1,276,
Manufacture of hollow glass,23.13,23.1,277,
Manufacture of glass fibres,23.14,23.1,278,
"Manufacture and processing of other glass, including technical glassware",23.19,23.1,279,
Manufacture of refractory products,23.2,23,280,
Manufacture of refractory products,23.2,23.2,281,
Manufacture of clay building materials,23.3,23,282,
Manufacture of ceramic tiles and flags,23.31,23.3,283,
"Manufacture of bricks, tiles and construction products, in baked clay",23.32,23.3,284,
Manufacture of other porcelain and ceramic products,23.4,23,285,
Manufacture of ceramic household and ornamental articles,23.41,23.4,286,
Manufacture of ceramic sanitary fixtures,23.42,23.4,287,
Manufacture of ceramic insulators and insulating fittings,23.43,23.4,288,
Manufacture of other technical ceramic products,23.44,23.4,289,
Manufacture of other ceramic products,23.49,23.4,290,
"Manufacture of cement, lime and plaster",23.5,23,291,
Manufacture of cement,23.51,23.5,292,
Manufacture of lime and plaster,23.52,23.5,293,
"Manufacture of articles of concrete, cement and plaster",23.6,23,294,
Manufacture of concrete products for construction purposes,23.61,23.6,295,
Manufacture of plaster products for construction purposes,23.62,23.6,296,
Manufacture of ready-mixed concrete,23.63,23.6,297,
Manufacture of mortars,23.64,23.6,298,
Manufacture of fibre cement,23.65,23.6,299,
"Manufacture of other articles of concrete, plaster and cement",23.69,23.6,300,
"Cutting, shaping and finishing of stone",23.7,23,301,
"Cutting, shaping and finishing of stone",23.7,23.7,302,
Manufacture of abrasive products and non-metallic mineral products n.e.c.,23.9,23,303,
Production of abrasive products,23.91,23.9,304,
Manufacture of other non-metallic mineral products n.e.c.,23.99,23.9,305,
Manufacture of basic metals,24,C,306,
Manufacture of basic iron and steel and of ferro-alloys,24.1,24,307,
Manufacture of basic iron and steel and of ferro-alloys,24.1,24.1,308,
"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",24.2,24,309,
"Manufacture of tubes, pipes, hollow profiles and related fittings, of steel",24.2,24.2,310,
Manufacture of other products of first processing of steel,24.3,24,311,
Cold drawing of bars,24.31,24.3,312,
Cold rolling of narrow strip,24.32,24.3,313,
Cold forming or folding,24.33,24.3,314,
Cold drawing of wire,24.34,24.3,315,
Manufacture of basic precious and other non-ferrous metals,24.4,24,316,
Precious metals production,24.41,24.4,317,
Aluminium production,24.42,24.4,318,
"Lead, zinc and tin production",24.43,24.4,319,
Copper production,24.44,24.4,320,
Other non-ferrous metal production,24.45,24.4,321,
Processing of nuclear fuel,24.46,24.4,322,
Casting of metals,24.5,24,323,
Casting of iron,24.51,24.5,324,
Casting of steel,24.52,24.5,325,
Casting of light metals,24.53,24.5,326,
Casting of other non-ferrous metals,24.54,24.5,327,
"Manufacture of fabricated metal products, except machinery and equipment",25,C,328,
Manufacture of structural metal products,25.1,25,329,
Manufacture of metal structures and parts of structures,25.11,25.1,330,
Manufacture of doors and windows of metal,25.12,25.1,331,
"Manufacture of tanks, reservoirs and containers of metal",25.2,25,332,
Manufacture of central heating radiators and boilers,25.21,25.2,333,
"Manufacture of other tanks, reservoirs and containers of metal",25.29,25.2,334,
"Manufacture of steam generators, except central heating hot water boilers",25.3,25,335,
"Manufacture of steam generators, except central heating hot water boilers",25.3,25.3,336,
Manufacture of weapons and ammunition,25.4,25,337,
Manufacture of weapons and ammunition,25.4,25.4,338,
"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",25.5,25,339,
"Forging, pressing, stamping and roll-forming of metal; powder metallurgy",25.5,25.5,340,
Treatment and coating of metals; machining,25.6,25,341,
Treatment and coating of metals,25.61,25.6,342,
Machining,25.62,25.6,343,
"Manufacture of cutlery, tools and general hardware",25.7,25,344,
Manufacture of cutlery,25.71,25.7,345,
Manufacture of locks and hinges,25.72,25.7,346,
Manufacture of tools,25.73,25.7,347,
Manufacture of other fabricated metal products,25.9,25,348,
Manufacture of steel drums and similar containers,25.91,25.9,349,
Manufacture of light metal packaging,25.92,25.9,350,
"Manufacture of wire products, chain and springs",25.93,25.9,351,
Manufacture of fasteners and screw machine products,25.94,25.9,352,
Manufacture of other fabricated metal products n.e.c.,25.99,25.9,353,
"Manufacture of computer, electronic and optical products",26,C,354,
Manufacture of electronic components and boards,26.1,26,355,
Manufacture of electronic components,26.11,26.1,356,
Manufacture of loaded electronic boards,26.12,26.1,357,
Manufacture of computers and peripheral equipment,26.2,26,358,
Manufacture of computers and peripheral equipment,26.2,26.2,359,
Manufacture of communication equipment,26.3,26,360,
Manufacture of communication equipment,26.3,26.3,361,
Manufacture of telegraph and telephone apparatus and equipment,26.30/1,26.3,362,
Manufacture of communication equipment (other than telegraph and telephone apparatus and equipment),26.30/9,26.3,363,
Manufacture of consumer electronics,26.4,26,364,
Manufacture of consumer electronics,26.4,26.4,365,
"Manufacture of instruments and appliances for measuring, testing and navigation; watches and clocks",26.5,26,366,
"Manufacture of instruments and appliances for measuring, testing and navigation",26.51,26.5,367,
"Manufacture of electronic instruments and appliances for measuring, testing, and navigation, except industrial process control equipment",26.51/1,26.51,368,
Manufacture of electronic industrial process control equipment,26.51/2,26.51,369,
"Manufacture of non-electronic instruments and appliances for measuring, testing and navigation, except industrial process control equipment",26.51/3,26.51,370,
Manufacture of non-electronic industrial process control equipment,26.51/4,26.51,371,
Manufacture of watches and clocks,26.52,26.5,372,
"Manufacture of irradiation, electromedical and electrotherapeutic equipment",26.6,26,373,
"Manufacture of irradiation, electromedical and electrotherapeutic equipment",26.6,26.6,374,
Manufacture of optical instruments and photographic equipment,26.7,26,375,
Manufacture of optical instruments and photographic equipment,26.7,26.7,376,
Manufacture of optical precision instruments,26.70/1,26.7,377,
Manufacture of photographic and cinematographic equipment,26.70/2,26.7,378,
Manufacture of magnetic and optical media,26.8,26,379,
Manufacture of magnetic and optical media,26.8,26.8,380,
Manufacture of electrical equipment,27,C,381,
"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",27.1,27,382,
"Manufacture of electric motors, generators and transformers",27.11,27.1,383,
Manufacture of electricity distribution and control apparatus,27.12,27.1,384,
Manufacture of batteries and accumulators,27.2,27,385,
Manufacture of batteries and accumulators,27.2,27.2,386,
Manufacture of wiring and wiring devices,27.3,27,387,
Manufacture of fibre optic cables,27.31,27.3,388,
Manufacture of other electronic and electric wires and cables,27.32,27.3,389,
Manufacture of wiring devices,27.33,27.3,390,
Manufacture of electric lighting equipment,27.4,27,391,
Manufacture of electric lighting equipment,27.4,27.4,392,
Manufacture of domestic appliances,27.5,27,393,
Manufacture of electric domestic appliances,27.51,27.5,394,
Manufacture of non-electric domestic appliances,27.52,27.5,395,
Manufacture of other electrical equipment,27.9,27,396,
Manufacture of other electrical equipment,27.9,27.9,397,
Manufacture of machinery and equipment n.e.c.,28,C,398,
Manufacture of general-purpose machinery,28.1,28,399,
"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",28.11,28.1,400,
Manufacture of fluid power equipment,28.12,28.1,401,
Manufacture of other pumps and compressors,28.13,28.1,402,
Manufacture of pumps,28.13/1,28.13,403,
Manufacture of compressors,28.13/2,28.13,404,
Manufacture of other taps and valves,28.14,28.1,405,
"Manufacture of bearings, gears, gearing and driving elements",28.15,28.1,406,
Manufacture of other general-purpose machinery,28.2,28,407,
"Manufacture of ovens, furnaces and furnace burners",28.21,28.2,408,
Manufacture of lifting and handling equipment,28.22,28.2,409,
Manufacture of office machinery and equipment (except computers and peripheral equipment),28.23,28.2,410,
Manufacture of power-driven hand tools,28.24,28.2,411,
Manufacture of non-domestic cooling and ventilation equipment,28.25,28.2,412,
Manufacture of other general-purpose machinery n.e.c.,28.29,28.2,413,
Manufacture of agricultural and forestry machinery,28.3,28,414,
Manufacture of agricultural and forestry machinery,28.3,28.3,415,
Manufacture of agricultural tractors,28.30/1,28.3,416,
Manufacture of agricultural and forestry machinery (other than agricultural tractors),28.30/2,28.3,417,
Manufacture of metal forming machinery and machine tools,28.4,28,418,
Manufacture of metal forming machinery,28.41,28.4,419,
Manufacture of other machine tools,28.49,28.4,420,
Manufacture of other special-purpose machinery,28.9,28,421,
Manufacture of machinery for metallurgy,28.91,28.9,422,
"Manufacture of machinery for mining, quarrying and construction",28.92,28.9,423,
Manufacture of machinery for mining,28.92/1,28.92,424,
Manufacture of earthmoving equipment,28.92/2,28.92,425,
Manufacture of equipment for concrete crushing and screening roadworks,28.92/3,28.92,426,
"Manufacture of machinery for food, beverage and tobacco processing",28.93,28.9,427,
"Manufacture of machinery for textile, apparel and leather production",28.94,28.9,428,
Manufacture of machinery for paper and paperboard production,28.95,28.9,429,
Manufacture of plastics and rubber machinery,28.96,28.9,430,
Manufacture of other special-purpose machinery n.e.c.,28.99,28.9,431,
"Manufacture of motor vehicles, trailers and semi-trailers",29,C,432,
Manufacture of motor vehicles,29.1,29,433,
