Year,NUTS Geography,HMRC Partner Geography,Flow Directions,SITC 4,Value,Marker
2019,nuts2/nw-btta,C,imports,all,,not-applicable
2019,nuts2/nw-other,C,imports,all,271,
2019,nuts2/UKM7,C,imports,all,4848,
2019,nuts2/UKM6,C,imports,all,1792,
2019,nuts2/UKM5,C,imports,all,2053,
2019,nuts2/sc-btta,C,imports,all,,not-applicable
2019,nuts2/sc-other,C,imports,all,273,
2019,nuts2/UKM9,C,imports,all,2011,
2019,nuts2/UKM8,C,imports,all,3292,
2019,nuts2/UKJ1,C,imports,all,10292,
2019,nuts2/UKJ3,C,imports,all,7395,
2019,nuts2/UKJ4,C,imports,all,5298,
2019,nuts2/se-btta,C,imports,all,,not-applicable
2019,nuts2/se-energy,C,imports,all,,not-applicable
2019,nuts2/se-other,C,imports,all,484,
2019,nuts2/UKJ2,C,imports,all,11467,
2019,nuts2/UKK3,C,imports,all,1973,
2019,nuts2/UKK4,C,imports,all,3738,
2019,nuts2/UKK2,C,imports,all,4688,
2019,nuts2/UKK1,C,imports,all,8366,
2019,nuts2/sw-btta,C,imports,all,,not-applicable
2019,nuts2/sw-other,C,imports,all,255,
2019,nuts2/UKL2,C,imports,all,3235,
2019,nuts2/wa-btta,C,imports,all,,not-applicable
2019,nuts2/wa-energy,C,imports,all,,not-applicable
2019,nuts2/wa-other,C,imports,all,166,
2019,nuts2/UKL1,C,imports,all,3679,
2019,nuts2/UKG1,C,imports,all,5457,
2019,nuts2/UKG2,C,imports,all,4933,
2019,nuts2/wm-btta,C,imports,all,,not-applicable
2019,nuts2/wm-other,C,imports,all,233,
2019,nuts2/UKG3,C,imports,all,6402,
2019,nuts2/UKE1,C,imports,all,2467,
2019,nuts2/UKE2,C,imports,all,3193,
2019,nuts2/UKE3,C,imports,all,3339,
2019,nuts2/UKE4,C,imports,all,6232,
2019,nuts2/yh-btta,C,imports,all,,not-applicable
2019,nuts2/yh-other,C,imports,all,205,
2019,nuts2/UKH2,non-eu,imports,all,5126,
2019,nuts2/ea-other,non-eu,imports,all,187,
2019,nuts2/UKH1,non-eu,imports,all,5399,
2019,nuts2/UKH3,non-eu,imports,all,4117,
2019,nuts2/UKF1,non-eu,imports,all,4065,
2019,nuts2/em-other,non-eu,imports,all,161,
2019,nuts2/UKF2,non-eu,imports,all,4935,
2019,nuts2/UKF3,non-eu,imports,all,1437,
2019,nuts2/UKI4,non-eu,imports,all,7519,
2019,nuts2/UKI3,non-eu,imports,all,11406,
2019,nuts2/lo-other,non-eu,imports,all,442,
2019,nuts2/UKI5,non-eu,imports,all,3939,
2019,nuts2/UKI6,non-eu,imports,all,2893,
2019,nuts2/UKI7,non-eu,imports,all,7966,
2019,nuts2/ne-energy,non-eu,imports,all,,not-applicable
2019,nuts2/ne-other,non-eu,imports,all,81,
2019,nuts2/UKC2,non-eu,imports,all,2332,
2019,nuts2/UKC1,non-eu,imports,all,1721,
2019,nuts2/UKN0,non-eu,imports,all,3018,
2019,nuts2/UKD6,non-eu,imports,all,2573,
2019,nuts2/UKD1,non-eu,imports,all,973,
2019,nuts2/UKD3,non-eu,imports,all,9579,
2019,nuts2/UKD4,non-eu,imports,all,2996,
2019,nuts2/UKD7,non-eu,imports,all,3022,
2019,nuts2/nw-other,non-eu,imports,all,240,
2019,nuts2/UKM7,non-eu,imports,all,3087,
2019,nuts2/UKM6,non-eu,imports,all,1008,
2019,nuts2/UKM5,non-eu,imports,all,1589,
2019,nuts2/sc-energy,non-eu,imports,all,,not-applicable
2019,nuts2/sc-other,non-eu,imports,all,209,
2019,nuts2/UKM9,non-eu,imports,all,1317,
2019,nuts2/UKM8,non-eu,imports,all,2631,
2019,nuts2/UKJ1,non-eu,imports,all,7372,
2019,nuts2/UKJ3,non-eu,imports,all,5882,
2019,nuts2/UKJ4,non-eu,imports,all,3614,
2019,nuts2/se-other,non-eu,imports,all,349,
2019,nuts2/UKJ2,non-eu,imports,all,7065,
2019,nuts2/UKK3,non-eu,imports,all,1124,
2019,nuts2/UKK4,non-eu,imports,all,2228,
2019,nuts2/UKK2,non-eu,imports,all,2839,
2019,nuts2/UKK1,non-eu,imports,all,5458,
2019,nuts2/sw-other,non-eu,imports,all,168,
2019,nuts2/UKL2,non-eu,imports,all,2271,
2019,nuts2/wa-other,non-eu,imports,all,115,
2019,nuts2/UKL1,non-eu,imports,all,3355,
2019,nuts2/UKG1,non-eu,imports,all,3590,
2019,nuts2/UKG2,non-eu,imports,all,3291,
2019,nuts2/wm-other,non-eu,imports,all,187,
2019,nuts2/UKG3,non-eu,imports,all,6133,
2019,nuts2/UKE1,non-eu,imports,all,1728,
2019,nuts2/UKE2,non-eu,imports,all,1929,
2019,nuts2/UKE3,non-eu,imports,all,2532,
2019,nuts2/UKE4,non-eu,imports,all,5134,
2019,nuts2/yh-energy,non-eu,imports,all,,not-applicable
2019,nuts2/yh-other,non-eu,imports,all,157,
2019,nuts3/UKH24,C,exports,all,556,
2019,nuts3/UKH25,C,exports,all,812,
2019,nuts3/UKH23,C,exports,all,3526,
2019,nuts3/UKH21,C,exports,all,627,
2019,nuts3/ea-other,C,exports,all,188,
2019,nuts3/UKH17,C,exports,all,671,
2019,nuts3/UKH12,C,exports,all,2214,
2019,nuts3/UKH16,C,exports,all,657,
2019,nuts3/UKH15,C,exports,all,883,
2019,nuts3/UKH11,C,exports,all,631,
2019,nuts3/UKH14,C,exports,all,1940,
2019,nuts3/UKH34,C,exports,all,1120,
2019,nuts3/UKH37,C,exports,all,782,
2019,nuts3/UKH36,C,exports,all,872,
2019,nuts3/UKH31,C,exports,all,353,
2019,nuts3/UKH32,C,exports,all,483,
2019,nuts3/UKH35,C,exports,all,999,
2019,nuts3/UKF11,C,exports,all,596,
2019,nuts3/UKF12,C,exports,all,743,
2019,nuts3/UKF15,C,exports,all,1062,
2019,nuts3/UKF14,C,exports,all,827,
2019,nuts3/UKF16,C,exports,all,788,
2019,nuts3/UKF13,C,exports,all,1304,
2019,nuts3/em-other,C,exports,all,155,
2019,nuts3/UKF21,C,exports,all,828,
2019,nuts3/UKF22,C,exports,all,2280,
2019,nuts3/UKF25,C,exports,all,1171,
2019,nuts3/UKF24,C,exports,all,1376,
2019,nuts3/UKF30,C,exports,all,1671,
2019,nuts3/UKI41,C,exports,all,1573,
2019,nuts3/UKI43,C,exports,all,1704,
2019,nuts3/UKI45,C,exports,all,643,
2019,nuts3/UKI44,C,exports,all,1252,
2019,nuts3/UKI42,C,exports,all,1044,
2019,nuts3/UKI31,C,exports,all,3520,
2019,nuts3/UKI33,C,exports,all,1754,
2019,nuts3/UKI34,C,exports,all,804,
2019,nuts3/UKI32,C,exports,all,2916,
2019,nuts3/lo-other,C,exports,all,424,
2019,nuts3/UKI52,C,exports,all,708,
2019,nuts3/UKI51,C,exports,all,717,
2019,nuts3/UKI54,C,exports,all,656,
2019,nuts3/UKI53,C,exports,all,744,
2019,nuts3/UKI61,C,exports,all,613,
2019,nuts3/UKI62,C,exports,all,658,
2019,nuts3/UKI63,C,exports,all,1344,
2019,nuts3/UKI71,C,exports,all,966,
2019,nuts3/UKI72,C,exports,all,802,
2019,nuts3/UKI73,C,exports,all,993,
2019,nuts3/UKI74,C,exports,all,1221,
2019,nuts3/UKI75,C,exports,all,1345,
2019,nuts3/ne-other,C,exports,all,98,
2019,nuts3/UKC21,C,exports,all,556,
2019,nuts3/UKC23,C,exports,all,489,
2019,nuts3/UKC22,C,exports,all,1384,
2019,nuts3/UKC13,C,exports,all,273,
2019,nuts3/UKC14,C,exports,all,824,
2019,nuts3/UKC11,C,exports,all,538,
2019,nuts3/UKC12,C,exports,all,418,
2019,nuts3/UKN13,C,exports,all,607,
2019,nuts3/UKN09,C,exports,all,496,
2019,nuts3/UKN07,C,exports,all,1269,
2019,nuts3/UKN06,C,exports,all,1320,
2019,nuts3/UKN12,C,exports,all,583,
2019,nuts3/UKN10,C,exports,all,921,
2019,nuts3/UKN16,C,exports,all,1032,
2019,nuts3/UKN14,C,exports,all,768,
2019,nuts3/UKN11,C,exports,all,1212,
2019,nuts3/UKN15,C,exports,all,487,
2019,nuts3/ni-other,C,exports,all,17,
2019,nuts3/UKN08,C,exports,all,1202,
2019,nuts3/UKD62,C,exports,all,1313,
2019,nuts3/UKD63,C,exports,all,965,
2019,nuts3/UKD61,C,exports,all,708,
2019,nuts3/UKD12,C,exports,all,727,
2019,nuts3/UKD11,C,exports,all,359,
2019,nuts3/UKD37,C,exports,all,1306,
2019,nuts3/UKD36,C,exports,all,1082,
2019,nuts3/UKD35,C,exports,all,1267,
2019,nuts3/UKD34,C,exports,all,1493,
2019,nuts3/UKD33,C,exports,all,2140,
2019,nuts3/UKD41,C,exports,all,489,
2019,nuts3/UKD42,C,exports,all,269,
2019,nuts3/UKD47,C,exports,all,566,
2019,nuts3/UKD46,C,exports,all,819,
2019,nuts3/UKD44,C,exports,all,500,
2019,nuts3/UKD45,C,exports,all,987,
2019,nuts3/UKD71,C,exports,all,843,
2019,nuts3/UKD72,C,exports,all,748,
2019,nuts3/UKD73,C,exports,all,436,
2019,nuts3/UKD74,C,exports,all,515,
2019,nuts3/nw-other,C,exports,all,205,
2019,nuts3/UKM71,C,exports,all,488,
2019,nuts3/UKM75,C,exports,all,1090,
2019,nuts3/UKM72,C,exports,all,647,
2019,nuts3/UKM73,C,exports,all,325,
2019,nuts3/UKM76,C,exports,all,308,
2019,nuts3/UKM77,C,exports,all,620,
2019,nuts3/UKM78,C,exports,all,501,
2019,nuts3/UKM61,C,exports,all,549,
2019,nuts3/UKM62,C,exports,all,211,
2019,nuts3/UKM63,C,exports,all,350,
2019,nuts3/UKM64,C,exports,all,53,
2019,nuts3/UKM65,C,exports,all,63,
2019,nuts3/UKM66,C,exports,all,70,
2019,nuts3/UKM50,C,exports,all,1290,
2019,nuts3/sc-other,C,exports,all,167,
2019,nuts3/UKM92,C,exports,all,373,
2019,nuts3/UKM93,C,exports,all,215,
2019,nuts3/UKM91,C,exports,all,304,
2019,nuts3/UKM94,C,exports,all,281,
2019,nuts3/UKM95,C,exports,all,594,
2019,nuts3/UKM81,C,exports,all,259,
2019,nuts3/UKM82,C,exports,all,1289,
2019,nuts3/UKM83,C,exports,all,590,
2019,nuts3/UKM84,C,exports,all,572,
2019,nuts3/UKJ11,C,exports,all,2857,
2019,nuts3/UKJ13,C,exports,all,1992,
2019,nuts3/UKJ12,C,exports,all,1103,
2019,nuts3/UKJ14,C,exports,all,2314,
2019,nuts3/UKJ36,C,exports,all,1982,
2019,nuts3/UKJ34,C,exports,all,310,
2019,nuts3/UKJ37,C,exports,all,1220,
2019,nuts3/UKJ31,C,exports,all,546,
2019,nuts3/UKJ35,C,exports,all,1720,
2019,nuts3/UKJ32,C,exports,all,721,
2019,nuts3/UKJ44,C,exports,all,929,
2019,nuts3/UKJ43,C,exports,all,816,
2019,nuts3/UKJ41,C,exports,all,525,
2019,nuts3/UKJ45,C,exports,all,929,
2019,nuts3/UKJ46,C,exports,all,1186,
2019,nuts3/se-other,C,exports,all,393,
2019,nuts3/UKJ21,C,exports,all,2249,
2019,nuts3/UKJ26,C,exports,all,1064,
2019,nuts3/UKJ22,C,exports,all,1236,
2019,nuts3/UKJ25,C,exports,all,2447,
2019,nuts3/UKJ28,C,exports,all,1391,
2019,nuts3/UKJ27,C,exports,all,1161,
2019,nuts3/UKK30,C,exports,all,1121,
2019,nuts3/UKK43,C,exports,all,1923,
2019,nuts3/UKK41,C,exports,all,489,
2019,nuts3/UKK42,C,exports,all,268,
2019,nuts3/UKK21,C,exports,all,884,
2019,nuts3/UKK22,C,exports,all,1150,
2019,nuts3/UKK23,C,exports,all,1401,
2019,nuts3/UKK12,C,exports,all,1580,
2019,nuts3/UKK11,C,exports,all,1293,
2019,nuts3/UKK13,C,exports,all,1990,
2019,nuts3/UKK14,C,exports,all,646,
2019,nuts3/UKK15,C,exports,all,1358,
2019,nuts3/sw-other,C,exports,all,168,
2019,nuts3/UKL22,C,exports,all,932,
2019,nuts3/UKL23,C,exports,all,750,
2019,nuts3/UKL21,C,exports,all,544,
2019,nuts3/UKL24,C,exports,all,366,
2019,nuts3/wa-other,C,exports,all,96,
2019,nuts3/UKL17,C,exports,all,492,
2019,nuts3/UKL15,C,exports,all,398,
2019,nuts3/UKL13,C,exports,all,408,
2019,nuts3/UKL16,C,exports,all,534,
2019,nuts3/UKL12,C,exports,all,270,
2019,nuts3/UKL11,C,exports,all,133,
2019,nuts3/UKL14,C,exports,all,620,
2019,nuts3/UKL18,C,exports,all,448,
2019,nuts3/UKG11,C,exports,all,662,
2019,nuts3/UKG13,C,exports,all,1969,
2019,nuts3/UKG12,C,exports,all,1844,
2019,nuts3/UKG22,C,exports,all,945,
2019,nuts3/UKG24,C,exports,all,2132,
2019,nuts3/UKG23,C,exports,all,634,
2019,nuts3/UKG21,C,exports,all,589,
2019,nuts3/wm-other,C,exports,all,163,
2019,nuts3/UKG31,C,exports,all,2101,
2019,nuts3/UKG33,C,exports,all,743,
2019,nuts3/UKG36,C,exports,all,870,
2019,nuts3/UKG37,C,exports,all,867,
2019,nuts3/UKG32,C,exports,all,630,
2019,nuts3/UKG38,C,exports,all,649,
2019,nuts3/UKG39,C,exports,all,566,
2019,nuts3/UKE12,C,exports,all,859,
2019,nuts3/UKE11,C,exports,all,618,
2019,nuts3/UKE13,C,exports,all,694,
2019,nuts3/UKE22,C,exports,all,1633,
2019,nuts3/UKE21,C,exports,all,604,
2019,nuts3/UKE31,C,exports,all,1417,
2019,nuts3/UKE32,C,exports,all,1283,
2019,nuts3/UKE41,C,exports,all,1118,
2019,nuts3/UKE44,C,exports,all,1536,
2019,nuts3/UKE42,C,exports,all,1986,
2019,nuts3/UKE45,C,exports,all,802,
2019,nuts3/yh-other,C,exports,all,145,
2019,nuts3/UKH24,non-eu,exports,all,446,
2019,nuts3/UKH25,non-eu,exports,all,611,
2019,nuts3/UKH23,non-eu,exports,all,2618,
2019,nuts3/UKH21,non-eu,exports,all,464,
2019,nuts3/ea-other,non-eu,exports,all,162,
2019,nuts3/UKH17,non-eu,exports,all,517,
2019,nuts3/UKH12,non-eu,exports,all,1717,
2019,nuts3/UKH16,non-eu,exports,all,470,
2019,nuts3/UKH15,non-eu,exports,all,822,
2019,nuts3/UKH11,non-eu,exports,all,549,
2019,nuts3/UKH14,non-eu,exports,all,1482,
2019,nuts3/UKH34,non-eu,exports,all,883,
2019,nuts3/UKH37,non-eu,exports,all,656,
2019,nuts3/UKH36,non-eu,exports,all,762,
2019,nuts3/UKH31,non-eu,exports,all,314,
2019,nuts3/UKH32,non-eu,exports,all,465,
2019,nuts3/UKH35,non-eu,exports,all,856,
2019,nuts3/UKF11,non-eu,exports,all,528,
2019,nuts3/UKF12,non-eu,exports,all,631,
2019,nuts3/UKF15,non-eu,exports,all,791,
2019,nuts3/UKF14,non-eu,exports,all,779,
2019,nuts3/UKF16,non-eu,exports,all,508,
2019,nuts3/UKF13,non-eu,exports,all,927,
2019,nuts3/em-other,non-eu,exports,all,134,
2019,nuts3/UKF21,non-eu,exports,all,736,
2019,nuts3/UKF22,non-eu,exports,all,1657,
2019,nuts3/UKF25,non-eu,exports,all,832,
2019,nuts3/UKF24,non-eu,exports,all,1021,
2019,nuts3/UKF30,non-eu,exports,all,1129,
2019,nuts3/UKI41,non-eu,exports,all,1243,
2019,nuts3/UKI43,non-eu,exports,all,1387,
2019,nuts3/UKI45,non-eu,exports,all,500,
2019,nuts3/UKI44,non-eu,exports,all,1075,
2019,nuts3/UKI42,non-eu,exports,all,956,
2019,nuts3/UKI31,non-eu,exports,all,2708,
2019,nuts3/UKI33,non-eu,exports,all,1937,
2019,nuts3/UKI34,non-eu,exports,all,700,
2019,nuts3/UKI32,non-eu,exports,all,3288,
2019,nuts3/lo-other,non-eu,exports,all,370,
2019,nuts3/UKI52,non-eu,exports,all,628,
2019,nuts3/UKI51,non-eu,exports,all,579,
2019,nuts3/UKI54,non-eu,exports,all,539,
2019,nuts3/UKI53,non-eu,exports,all,585,
2019,nuts3/UKI61,non-eu,exports,all,496,
2019,nuts3/UKI62,non-eu,exports,all,554,
2019,nuts3/UKI63,non-eu,exports,all,1100,
2019,nuts3/UKI71,non-eu,exports,all,787,
2019,nuts3/UKI72,non-eu,exports,all,722,
2019,nuts3/UKI73,non-eu,exports,all,801,
2019,nuts3/UKI74,non-eu,exports,all,1252,
2019,nuts3/UKI75,non-eu,exports,all,1185,
2019,nuts3/ne-other,non-eu,exports,all,73,
2019,nuts3/UKC21,non-eu,exports,all,455,
2019,nuts3/UKC23,non-eu,exports,all,456,
2019,nuts3/UKC22,non-eu,exports,all,1248,
2019,nuts3/UKC13,non-eu,exports,all,278,
2019,nuts3/UKC14,non-eu,exports,all,674,
2019,nuts3/UKC11,non-eu,exports,all,509,
2019,nuts3/UKC12,non-eu,exports,all,411,
2019,nuts3/UKN13,non-eu,exports,all,250,
2019,nuts3/UKN09,non-eu,exports,all,187,
2019,nuts3/UKN07,non-eu,exports,all,270,
